[12, 1, 1, 13, 1, 0]
[13, 1, 3, 12, 1, 0]
[12, 1, 3, 11, 1, 0]
[11, 1, 2, 11, 0, 0]
[11, 0, 0, 11, 1, 0]
[11, 1, 0, 11, 2, 0]
[11, 2, 0, 11, 3, 0]
[11, 3, 3, 10, 3, 0]
[10, 3, 1, 11, 3, 0]
[11, 3, 2, 11, 2, 0]
[11, 2, 3, 10, 2, 0]
[10, 2, 2, 10, 1, 0]
[10, 1, 0, 10, 2, 0]
[10, 2, 3, 9, 2, 0]
[9, 2, 3, 8, 2, 0]
[8, 2, 0, 8, 3, 0]
[8, 3, 2, 8, 2, 0]
[8, 2, 0, 8, 3, 0]
[8, 3, 1, 9, 3, 0]
[9, 3, 1, 10, 3, 0]
[10, 3, 0, 10, 4, 0]
[10, 4, 3, 9, 4, 0]
[9, 4, 0, 9, 5, 0]
[9, 5, 2, 9, 4, 0]
[9, 4, 2, 9, 3, 0]
[9, 3, 3, 8, 3, 0]
[8, 3, 3, 7, 3, 0]
[7, 3, 2, 7, 2, 0]
[7, 2, 1, 8, 2, 0]
[8, 2, 1, 9, 2, 0]
[9, 2, 0, 9, 3, 0]
[9, 3, 1, 10, 3, 0]
[10, 3, 3, 9, 3, 0]
[9, 3, 3, 8, 3, 0]
[8, 3, 1, 9, 3, 0]
[9, 3, 1, 10, 3, 0]
[10, 3, 2, 10, 2, 0]
[10, 2, 3, 9, 2, 0]
[9, 2, 3, 8, 2, 0]
[8, 2, 3, 7, 2, 0]
[7, 2, 2, 7, 1, 0]
[7, 1, 1, 8, 1, 0]
[8, 1, 2, 8, 0, 0]
[8, 0, 3, 7, 0, 0]
[7, 0, 1, 8, 0, 0]
[8, 0, 3, 7, 0, 0]
[7, 0, 1, 8, 0, 0]
[8, 0, 2, 8, 39, 0]
[8, 39, 2, 8, 38, 0]
[8, 38, 0, 8, 39, 0]
[8, 39, 3, 7, 39, 0]
[7, 39, 2, 7, 38, 0]
[7, 38, 0, 7, 39, 0]
[7, 39, 2, 7, 38, 0]
[7, 38, 3, 6, 38, 0]
[6, 38, 2, 6, 37, 0]
[6, 37, 3, 5, 37, 0]
[5, 37, 3, 4, 37, 0]
[4, 37, 2, 4, 36, 0]
[4, 36, 3, 3, 36, 0]
[3, 36, 1, 4, 36, 0]
[4, 36, 0, 4, 37, 0]
[4, 37, 0, 4, 38, 0]
[4, 38, 2, 4, 37, 0]
[4, 37, 0, 4, 38, 0]
[4, 38, 2, 4, 37, 0]
[4, 37, 3, 3, 37, 0]
[3, 37, 3, 2, 37, 0]
[2, 37, 0, 2, 38, 0]
[2, 38, 3, 1, 38, 0]
[1, 38, 0, 1, 39, 0]
[1, 39, 3, 0, 39, 0]
[0, 39, 2, 0, 38, 0]
[0, 38, 1, 1, 38, 0]
[1, 38, 3, 0, 38, 0]
[0, 38, 2, 0, 37, 0]
[0, 37, 0, 0, 38, 0]
[0, 38, 2, 0, 37, 0]
[0, 37, 1, 1, 37, 0]
[1, 37, 0, 1, 38, 0]
[1, 38, 3, 0, 38, 0]
[0, 38, 2, 0, 37, 0]
[0, 37, 1, 1, 37, 0]
[1, 37, 1, 2, 37, 0]
[2, 37, 0, 2, 38, 0]
[2, 38, 2, 2, 37, 0]
[2, 37, 2, 2, 36, 0]
[2, 36, 2, 2, 35, 0]
[2, 35, 0, 2, 36, 0]
[2, 36, 3, 1, 36, 0]
[1, 36, 2, 1, 35, 0]
[1, 35, 1, 2, 35, 0]
[2, 35, 1, 3, 35, 0]
[3, 35, 3, 2, 35, 0]
[2, 35, 2, 2, 34, 0]
[2, 34, 3, 1, 34, 0]
[1, 34, 3, 0, 34, 0]
[0, 34, 0, 0, 35, 0]
[0, 35, 1, 1, 35, 0]
[1, 35, 1, 2, 35, 0]
[2, 35, 0, 2, 36, 0]
[2, 36, 3, 1, 36, 0]
[1, 36, 2, 1, 35, 0]
[1, 35, 1, 2, 35, 0]
[2, 35, 2, 2, 34, 0]
[2, 34, 1, 3, 34, 0]
[3, 34, 0, 3, 35, 0]
[3, 35, 1, 4, 35, 0]
[4, 35, 0, 4, 36, 0]
[4, 36, 2, 4, 35, 0]
[4, 35, 1, 5, 35, 0]
[5, 35, 0, 5, 36, 0]
[5, 36, 3, 4, 36, 0]
[4, 36, 1, 5, 36, 0]
[5, 36, 0, 5, 37, 0]
[5, 37, 1, 6, 37, 0]
[6, 37, 1, 7, 37, 0]
[7, 37, 0, 7, 38, 0]
[7, 38, 0, 7, 39, 0]
[7, 39, 3, 6, 39, 0]
[6, 39, 3, 5, 39, 0]
[5, 39, 1, 6, 39, 0]
[6, 39, 0, 6, 0, 0]
[6, 0, 2, 6, 39, 0]
[6, 39, 1, 7, 39, 0]
[7, 39, 1, 8, 39, 0]
[8, 39, 1, 9, 39, 0]
[9, 39, 0, 9, 0, 0]
[9, 0, 3, 8, 0, 0]
[8, 0, 3, 7, 0, 0]
[7, 0, 1, 8, 0, 0]
[8, 0, 2, 8, 39, 0]
[8, 39, 1, 9, 39, 0]
[9, 39, 0, 9, 0, 0]
[9, 0, 0, 9, 1, 0]
[9, 1, 1, 10, 1, 0]
[10, 1, 3, 9, 1, 0]
[9, 1, 0, 9, 2, 0]
[9, 2, 2, 9, 1, 0]
[9, 1, 1, 10, 1, 0]
[10, 1, 1, 11, 1, 0]
[11, 1, 0, 11, 2, 0]
[11, 2, 0, 11, 3, 0]
[11, 3, 3, 10, 3, 0]
[10, 3, 2, 10, 2, 0]
[10, 2, 0, 10, 3, 0]
[10, 3, 3, 9, 3, 0]
[9, 3, 1, 10, 3, 0]
[10, 3, 1, 11, 3, 0]
[11, 3, 2, 11, 2, 0]
[11, 2, 1, 12, 2, 0]
[12, 2, 1, 13, 2, 0]
[13, 2, 0, 13, 3, 0]
[13, 3, 2, 13, 2, 0]
[13, 2, 1, 13, 2, -0.1]
[13, 2, 2, 13, 1, 0]
[13, 1, 2, 13, 0, 0]
[13, 0, 1, 14, 0, 0]
[14, 0, 1, 15, 0, 0]
[15, 0, 3, 14, 0, 0]
[14, 0, 3, 13, 0, 0]
[13, 0, 0, 13, 1, 0]
[13, 1, 1, 13, 1, -0.1]
[13, 1, 0, 13, 2, 0]
[13, 2, 3, 12, 2, 0]
[12, 2, 2, 12, 1, 0]
[12, 1, 2, 12, 0, 0]
[12, 0, 2, 12, 39, 0]
[12, 39, 1, 13, 39, 0]
[13, 39, 2, 13, 38, 0]
[13, 38, 0, 13, 39, 0]
[13, 39, 1, 14, 39, 0]
[14, 39, 1, 15, 39, 0]
[15, 39, 2, 15, 38, 0]
[15, 38, 3, 14, 38, 0]
[14, 38, 2, 14, 37, 0]
[14, 37, 0, 14, 38, 0]
[14, 38, 2, 14, 37, 0]
[14, 37, 2, 14, 36, 0]
[14, 36, 1, 15, 36, 0]
[15, 36, 3, 14, 36, 0]
[14, 36, 2, 14, 35, 0]
[14, 35, 0, 14, 36, 0]
[14, 36, 0, 14, 37, 0]
[14, 37, 0, 14, 38, 0]
[14, 38, 0, 14, 39, 0]
[14, 39, 3, 13, 39, 0]
[13, 39, 2, 13, 38, 0]
[13, 38, 1, 14, 38, 0]
[14, 38, 1, 15, 38, 0]
[15, 38, 0, 15, 39, 0]
[15, 39, 0, 15, 0, 0]
[15, 0, 2, 15, 39, 0]
[15, 39, 0, 15, 0, 0]
[15, 0, 3, 14, 0, 0]
[14, 0, 2, 14, 39, 0]
[14, 39, 1, 15, 39, 0]
[15, 39, 2, 15, 38, 0]
[15, 38, 1, 16, 38, 0]
[16, 38, 1, 17, 38, 0]
[17, 38, 2, 17, 37, 0]
[17, 37, 2, 17, 36, 0]
[17, 36, 3, 16, 36, 0]
[16, 36, 3, 15, 36, 0]
[15, 36, 1, 16, 36, 0]
[16, 36, 0, 16, 37, 0]
[16, 37, 0, 16, 38, 0]
[16, 38, 2, 16, 37, 0]
[16, 37, 1, 17, 37, 0]
[17, 37, 3, 16, 37, 0]
[16, 37, 0, 16, 38, 0]
[16, 38, 2, 16, 37, 0]
[16, 37, 1, 17, 37, 0]
[17, 37, 3, 16, 37, 0]
[16, 37, 3, 15, 37, 0]
[15, 37, 1, 16, 37, 0]
[16, 37, 3, 15, 37, 0]
[15, 37, 2, 15, 36, 0]
[15, 36, 2, 15, 35, 0]
[15, 35, 1, 16, 35, 0]
[16, 35, 3, 15, 35, 0]
[15, 35, 3, 14, 35, 0]
[14, 35, 3, 13, 35, 0]
[13, 35, 1, 14, 35, 0]
[14, 35, 2, 14, 34, 0]
[14, 34, 3, 13, 34, 0]
[13, 34, 3, 12, 34, 0]
[12, 34, 2, 12, 33, 0]
[12, 33, 3, 11, 33, 0]
[11, 33, 1, 12, 33, 0]
[12, 33, 3, 11, 33, 0]
[11, 33, 2, 11, 32, 0]
[11, 32, 1, 12, 32, 0]
[12, 32, 0, 12, 33, 0]
[12, 33, 0, 12, 34, 0]
[12, 34, 2, 12, 33, 0]
[12, 33, 2, 12, 32, 0]
[12, 32, 3, 11, 32, 0]
[11, 32, 3, 10, 32, 0]
[10, 32, 2, 10, 31, 0]
[10, 31, 0, 10, 32, 0]
[10, 32, 0, 10, 33, 0]
[10, 33, 0, 10, 34, 0]
[10, 34, 3, 9, 34, 0]
[9, 34, 2, 9, 33, 0]
[9, 33, 1, 10, 33, 0]
[10, 33, 3, 9, 33, 0]
[9, 33, 2, 9, 32, 0]
[9, 32, 0, 9, 33, 0]
[9, 33, 3, 8, 33, 0]
[8, 33, 0, 8, 34, 0]
[8, 34, 2, 8, 33, 0]
[8, 33, 1, 9, 33, 0]
[9, 33, 2, 9, 32, 0]
[9, 32, 3, 8, 32, 0]
[8, 32, 1, 9, 32, 0]
[9, 32, 3, 8, 32, 0]
[8, 32, 3, 7, 32, 0]
[7, 32, 0, 7, 33, 0]
[7, 33, 2, 7, 32, 0]
[7, 32, 0, 7, 33, 0]
