[12, 1, 1, 13, 1, 0]
[13, 1, 3, 12, 1, 0]
[12, 1, 0, 12, 2, 0]
[12, 2, 1, 13, 2, 0]
[13, 2, 3, 12, 2, 0]
[12, 2, 0, 12, 3, 0]
[12, 3, 0, 12, 4, 0]
[12, 4, 3, 11, 4, 0]
[11, 4, 3, 10, 4, 0]
[10, 4, 3, 9, 4, 0]
[9, 4, 2, 9, 3, 0]
[9, 3, 0, 9, 4, 0]
[9, 4, 0, 9, 5, 0]
[9, 5, 1, 10, 5, 0]
[10, 5, 0, 10, 6, 0]
[10, 6, 2, 10, 5, 0]
[10, 5, 0, 10, 6, 0]
[10, 6, 2, 10, 5, 0]
[10, 5, 2, 10, 4, 0]
[10, 4, 1, 11, 4, 0]
[11, 4, 2, 11, 3, 0]
[11, 3, 1, 12, 3, 0]
[12, 3, 1, 13, 3, 0]
[13, 3, 3, 12, 3, 0]
[12, 3, 3, 11, 3, 0]
[11, 3, 1, 12, 3, 0]
[12, 3, 1, 13, 3, 0]
[13, 3, 3, 12, 3, 0]
[12, 3, 2, 12, 2, 0]
[12, 2, 1, 13, 2, 0]
[13, 2, 3, 12, 2, 0]
[12, 2, 1, 13, 2, 0]
[13, 2, 0, 13, 3, 0]
[13, 3, 1, 14, 3, 0]
[14, 3, 1, 15, 3, 0]
[15, 3, 0, 15, 4, 0]
[15, 4, 0, 15, 5, 0]
[15, 5, 0, 15, 6, 0]
[15, 6, 2, 15, 5, 0]
[15, 5, 0, 15, 6, 0]
[15, 6, 0, 15, 7, 0]
[15, 7, 3, 14, 7, 0]
[14, 7, 1, 15, 7, 0]
[15, 7, 2, 15, 6, 0]
[15, 6, 2, 15, 5, 0]
[15, 5, 3, 14, 5, 0]
[14, 5, 2, 14, 4, 0]
[14, 4, 1, 15, 4, 0]
[15, 4, 1, 16, 4, 0]
[16, 4, 3, 15, 4, 0]
[15, 4, 3, 14, 4, 0]
[14, 4, 3, 13, 4, 0]
[13, 4, 3, 12, 4, 0]
[12, 4, 1, 13, 4, 0]
[13, 4, 0, 13, 5, 0]
[13, 5, 3, 12, 5, 0]
[12, 5, 3, 11, 5, 0]
[11, 5, 0, 11, 6, 0]
[11, 6, 2, 11, 5, 0]
[11, 5, 2, 11, 4, 0]
[11, 4, 0, 11, 5, 0]
[11, 5, 2, 11, 4, 0]
[11, 4, 2, 11, 3, 0]
[11, 3, 0, 11, 4, 0]
[11, 4, 0, 11, 5, 0]
[11, 5, 3, 10, 5, 0]
[10, 5, 2, 10, 4, 0]
[10, 4, 2, 10, 3, 0]
[10, 3, 0, 10, 4, 0]
[10, 4, 3, 9, 4, 0]
[9, 4, 1, 10, 4, 0]
[10, 4, 0, 10, 5, 0]
[10, 5, 1, 11, 5, 0]
[11, 5, 1, 12, 5, 0]
[12, 5, 3, 11, 5, 0]
[11, 5, 1, 12, 5, 0]
[12, 5, 0, 12, 6, 0]
[12, 6, 1, 13, 6, 0]
[13, 6, 2, 13, 5, 0]
[13, 5, 2, 13, 4, 0]
[13, 4, 1, 14, 4, 0]
[14, 4, 2, 14, 3, 0]
[14, 3, 1, 15, 3, 0]
[15, 3, 2, 15, 2, 0]
[15, 2, 0, 15, 3, 0]
[15, 3, 0, 15, 4, 0]
[15, 4, 2, 15, 3, 0]
[15, 3, 2, 15, 2, 0]
[15, 2, 1, 16, 2, 0]
[16, 2, 1, 17, 2, 0]
[17, 2, 1, 18, 2, 0]
[18, 2, 2, 18, 1, 0]
[18, 1, 1, 19, 1, 0]
[19, 1, 2, 19, 0, 0]
[19, 0, 3, 18, 0, 0]
[18, 0, 1, 19, 0, 0]
[19, 0, 1, 20, 0, 0]
[20, 0, 1, 21, 0, 0]
[21, 0, 0, 21, 1, 0]
[21, 1, 3, 20, 1, 0]
[20, 1, 0, 20, 2, 0]
[20, 2, 1, 21, 2, 0]
[21, 2, 2, 21, 1, 0]
[21, 1, 3, 20, 1, 0]
[20, 1, 3, 19, 1, 0]
[19, 1, 1, 20, 1, 0]
[20, 1, 0, 20, 2, 0]
[20, 2, 1, 21, 2, 0]
[21, 2, 1, 22, 2, 0]
[22, 2, 1, 23, 2, 0]
[23, 2, 1, 24, 2, 0]
[24, 2, 0, 24, 3, 0]
[24, 3, 3, 23, 3, 0]
[23, 3, 2, 23, 2, 0]
[23, 2, 2, 23, 1, 0]
[23, 1, 3, 22, 1, 0]
[22, 1, 2, 22, 0, 0]
[22, 0, 2, 22, 39, 0]
[22, 39, 3, 21, 39, 0]
[21, 39, 0, 21, 0, 0]
[21, 0, 0, 21, 1, 0]
[21, 1, 2, 21, 0, 0]
[21, 0, 1, 22, 0, 0]
[22, 0, 0, 22, 1, 0]
[22, 1, 1, 23, 1, 0]
[23, 1, 1, 24, 1, 0]
[24, 1, 0, 24, 2, 0]
[24, 2, 1, 0, 2, 0]
[0, 2, 2, 0, 1, 0]
[0, 1, 2, 0, 0, 0]
[0, 0, 1, 0, 0, -0.1]
[0, 0, 0, 0, 1, 0]
[0, 1, 3, 24, 1, 0]
[24, 1, 0, 24, 2, 0]
[24, 2, 0, 24, 3, 0]
[24, 3, 3, 23, 3, 0]
[23, 3, 3, 22, 3, 0]
[22, 3, 3, 21, 3, 0]
[21, 3, 2, 21, 2, 0]
[21, 2, 3, 20, 2, 0]
[20, 2, 3, 19, 2, 0]
[19, 2, 2, 19, 1, 0]
[19, 1, 3, 18, 1, 0]
[18, 1, 1, 19, 1, 0]
[19, 1, 2, 19, 0, 0]
[19, 0, 3, 18, 0, 0]
[18, 0, 0, 18, 1, 0]
[18, 1, 0, 18, 2, 0]
[18, 2, 1, 19, 2, 0]
[19, 2, 2, 19, 1, 0]
[19, 1, 0, 19, 2, 0]
[19, 2, 1, 20, 2, 0]
[20, 2, 0, 20, 3, 0]
[20, 3, 1, 21, 3, 0]
[21, 3, 3, 20, 3, 0]
[20, 3, 0, 20, 4, 0]
[20, 4, 1, 21, 4, 0]
[21, 4, 2, 21, 3, 0]
[21, 3, 2, 21, 2, 0]
[21, 2, 2, 21, 1, 0]
[21, 1, 1, 22, 1, 0]
[22, 1, 2, 22, 0, 0]
[22, 0, 1, 23, 0, 0]
[23, 0, 2, 23, 0, -0.1]
[23, 0, 1, 24, 0, 0]
[24, 0, 3, 23, 0, 0]
[23, 0, 2, 23, 0, -0.1]
[23, 0, 2, 23, 0, -0.1]
[23, 0, 3, 22, 0, 0]
[22, 0, 1, 23, 0, 0]
[23, 0, 1, 24, 0, 0]
[24, 0, 1, 0, 0, 0]
[0, 0, 3, 24, 0, 0]
[24, 0, 3, 23, 0, 0]
[23, 0, 0, 23, 1, 0]
[23, 1, 0, 23, 2, 0]
[23, 2, 1, 24, 2, 0]
[24, 2, 2, 24, 1, 0]
[24, 1, 0, 24, 2, 0]
[24, 2, 1, 0, 2, 0]
[0, 2, 3, 24, 2, 0]
[24, 2, 1, 0, 2, 0]
[0, 2, 0, 0, 3, 0]
[0, 3, 2, 0, 2, 0]
[0, 2, 1, 1, 2, 0]
[1, 2, 3, 0, 2, 0]
[0, 2, 0, 0, 3, 0]
[0, 3, 1, 1, 3, 0]
[1, 3, 2, 1, 2, 0]
[1, 2, 2, 1, 1, 0]
[1, 1, 0, 1, 2, 0]
[1, 2, 1, 2, 2, 0]
[2, 2, 0, 2, 3, 0]
[2, 3, 1, 3, 3, 0]
[3, 3, 2, 3, 2, 0]
[3, 2, 1, 4, 2, 0]
[4, 2, 0, 4, 3, 0]
[4, 3, 2, 4, 2, 0]
[4, 2, 2, 4, 1, 0]
[4, 1, 0, 4, 2, 0]
[4, 2, 3, 3, 2, 0]
[3, 2, 2, 3, 1, 0]
[3, 1, 3, 2, 1, 0]
[2, 1, 3, 1, 1, 0]
[1, 1, 3, 0, 1, 0]
[0, 1, 1, 1, 1, 0]
[1, 1, 1, 2, 1, 0]
[2, 1, 3, 1, 1, 0]
[1, 1, 3, 0, 1, 0]
[0, 1, 2, 0, 0, 0]
[0, 0, 0, 0, 1, 0]
[0, 1, 3, 24, 1, 0]
[24, 1, 1, 0, 1, 0]
[0, 1, 2, 0, 0, 0]
[0, 0, 0, 0, 1, 0]
[0, 1, 0, 0, 2, 0]
[0, 2, 3, 24, 2, 0]
[24, 2, 2, 24, 1, 0]
[24, 1, 1, 0, 1, 0]
[0, 1, 3, 24, 1, 0]
[24, 1, 2, 24, 0, 0]
[24, 0, 1, 0, 0, 0]
[0, 0, 0, 0, 1, 0]
[0, 1, 0, 0, 2, 0]
[0, 2, 2, 0, 1, 0]
[0, 1, 2, 0, 0, 0]
[0, 0, 1, 0, 0, -0.1]
[0, 0, 2, 0, 0, -0.1]
[0, 0, 1, 0, 0, -0.1]
[0, 0, 3, 24, 0, 0]
[24, 0, 2, 24, 0, -0.1]
[24, 0, 0, 24, 1, 0]
[24, 1, 3, 23, 1, 0]
[23, 1, 0, 23, 2, 0]
[23, 2, 0, 23, 3, 0]
[23, 3, 2, 23, 2, 0]
[23, 2, 1, 24, 2, 0]
[24, 2, 3, 23, 2, 0]
[23, 2, 2, 23, 1, 0]
[23, 1, 0, 23, 2, 0]
[23, 2, 1, 24, 2, 0]
[24, 2, 1, 0, 2, 0]
[0, 2, 1, 1, 2, 0]
[1, 2, 1, 2, 2, 0]
[2, 2, 0, 2, 3, 0]
[2, 3, 3, 1, 3, 0]
[1, 3, 3, 0, 3, 0]
[0, 3, 1, 1, 3, 0]
[1, 3, 1, 2, 3, 0]
[2, 3, 3, 1, 3, 0]
[1, 3, 1, 2, 3, 0]
[2, 3, 0, 2, 4, 0]
[2, 4, 2, 2, 3, 0]
[2, 3, 1, 3, 3, 0]
[3, 3, 2, 3, 2, 0]
[3, 2, 2, 3, 1, 0]
[3, 1, 2, 3, 1, -0.1]
[3, 1, 1, 4, 1, 0]
[4, 1, 2, 4, 0, 0]
[4, 0, 1, 5, 0, 0]
[5, 0, 2, 5, 39, 0]
