849126	121710	7
617178	414525	2
875825	204959	11
429472	860855	9
528826	154067	13
369249	797068	8
137347	622867	6
823840	368410	8
409814	836083	9
394846	407130	6
207552	772091	9
269354	811847	9
256949	820470	9
422776	808328	8
568546	564911	3
172690	847721	11
453261	148432	12
697161	840318	9
193275	538687	6
784838	771499	5
574989	407228	3
160922	347681	4
162600	392531	4
627452	835854	10
437035	755506	7
413894	564459	6
508144	167733	12
851644	721350	3
474648	778810	8
695514	321521	3
305333	171939	9
606506	766728	7
119535	551857	4
837032	509264	7
360319	778673	8
507832	181513	11
345703	149860	11
387756	435588	6
613351	407952	2
846594	522941	7
700962	927047	14
258201	153095	10
188480	870646	11
893991	544467	12
794142	306704	7
338205	566246	7
629998	877765	12
567188	560044	3
553118	165472	13
136418	562926	5
382720	263255	8
709254	847444	10
184798	392233	5
623137	408209	2
546031	570429	3
839514	728923	3
851166	532382	7
694451	863981	11
394708	739061	7
823202	619103	4
136569	532130	4
140612	350010	4
808440	729985	4
645563	819480	9
796952	318633	7
827081	694553	4
847728	576707	6
920249	551171	16
400468	405703	6
402267	410395	6
405350	762342	8
372883	222824	9
674659	860894	11
603855	575180	2
618893	419740	2
932662	537069	20
219686	859997	10
866987	154415	8
808452	320117	7
549384	208450	9
674134	908464	13
795489	287279	7
385338	440797	6
893106	176595	9
496069	102201	19
220869	407358	6
398498	776720	8
866928	716961	3
602335	433298	2
274321	219665	8
116860	550810	4
149863	284721	5
166973	341636	5
136580	553967	5
615665	405490	2
850478	566230	7
222682	806314	9
819737	737829	4
511484	160453	12
841928	398948	9
187314	815820	10
122130	568886	4
341016	545280	6
837019	215527	11
829673	730398	4
315830	102777	12
345903	561314	6
672544	859978	11
870630	516603	10
605535	925341	14
803031	325811	7
409701	750741	7
722463	882675	11
844948	563321	6
228095	843338	10
238748	551038	6
843344	604964	5
414036	742189	7
845120	549830	7
367079	183232	10
883537	210648	12
634004	895206	13
674311	859933	11
872516	217570	12
338860	561151	6
416775	806826	8
403852	792473	8
355168	114823	12
311819	140674	11
808097	502521	4
404792	749210	7
702654	841548	9
840943	739611	3
559933	403956	3
823108	733302	4
94933	588147	4
470314	178936	11
616468	394118	2
601599	388540	2
822670	689090	4
816840	539239	5
598759	582942	3
473727	807244	8
659321	404555	2
371685	151612	11
146120	576624	5
661430	603567	2
112673	516997	3
497454	172375	11
241473	860854	10
877510	555087	10
146070	316860	4
521032	177084	11
858703	157931	9
241381	844402	9
670119	859029	11
333934	537464	6
691716	873426	11
511118	175212	11
696144	548705	1
289087	565427	7
219779	330969	6
606933	576409	2
313573	109221	12
815652	733433	4
870054	738900	3
854338	135067	7
657455	567754	2
131532	536658	4
828179	155649	11
857309	139276	7
402069	434868	6
830620	117906	10
161475	587507	6
850904	720163	3
638078	629421	3
730287	897070	11
803375	311620	7
308763	166511	10
799903	784535	5
831024	505776	6
432656	783776	8
848413	183717	10
569692	182365	11
803370	318247	7
268518	181514	9
687360	862438	11
324440	567074	7
588597	622592	3
418618	811618	8
589862	418742	2
846841	533595	7
799667	316830	7
789448	738035	4
469656	153741	12
857620	709386	4
677551	860007	11
802041	319504	7
625919	402984	2
258779	106777	12
598657	442558	2
369199	734895	7
859213	538040	8
198493	326704	6
460371	780609	8
289719	866638	9
842824	177832	10
551291	576721	3
821906	732848	4
395641	808571	8
170271	306395	5
304399	545221	7
669288	860515	11
407565	766203	8
858516	151301	8
405117	364266	6
366688	562413	6
165607	362883	4
345042	566973	6
77109	512651	2
206660	575002	6
495995	160032	12
672818	881943	12
671919	571761	2
504728	174541	11
56907	586609	3
714443	433876	2
266977	887963	10
517882	175467	11
400473	408327	6
627727	578737	2
838442	506780	7
619924	406713	2
841130	529745	7
370252	347498	7
844234	153197	10
850787	125678	7
376613	159699	11
350798	535657	6
803470	319069	7
680828	839011	10
679818	860064	11
272394	837600	9
343217	153037	10
341675	560197	6
803627	319323	7
102221	374657	2
201753	569116	6
617764	397102	2
682420	846881	10
237750	837381	9
866851	129505	5
392576	406460	6
244246	847589	9
636500	587401	2
131109	568012	5
178515	370287	5
567428	580005	3
599612	859210	11
245707	844466	9
399460	399410	6
198712	303299	6
153181	277968	5
407814	765816	8
436951	814456	8
803932	318781	7
663095	949045	15
165653	317602	5
319838	170383	10
822025	749214	4
420489	448078	6
149269	341445	4
689363	817577	9
606486	420054	2
653745	809028	9
803774	334756	7
804925	735492	4
183610	321788	5
174410	372064	5
370259	585265	6
658735	399039	2
500360	213540	9
412028	773494	8
889805	522039	12
790206	747165	4
613037	419086	2
649088	575733	2
222356	840843	10
562356	383175	3
803202	549001	4
344770	570309	6
165158	343946	5
674496	870664	11
396903	591235	6
767482	727417	4
815455	755486	4
660650	615038	2
245118	811283	9
807293	347456	7
593398	559764	2
804979	334141	7
508797	176269	11
403160	392159	6
563460	480559	3
639502	371440	2
38179	532155	1
122986	334382	3
489504	146224	13
448231	384406	5
790149	565157	3
797009	293194	7
861966	562885	8
459230	803720	8
834171	189042	11
408224	399767	6
916704	609548	12
908506	549611	14
318665	158107	10
665845	557965	2
299578	572052	7
267049	950249	11
905770	531812	15
226949	889283	11
257093	801567	9
600039	557139	2
258135	880184	10
736557	897961	11
604546	847329	10
292402	184441	9
685821	816579	9
68388	574380	3
811745	461099	5
415672	787824	8
473316	162622	12
829379	718721	4
422736	790806	8
819439	735945	4
605911	379990	2
483807	198925	10
228715	837572	10
203667	577260	6
261896	897475	10
178495	373915	5
658403	611332	2
798633	317300	7
802537	312497	7
601444	572693	2
657094	857640	11
320628	564596	7
812295	728049	4
189752	865463	11
635324	420555	2
335918	566525	7
419118	421655	6
219498	851932	10
405542	600089	6
634973	450542	1
822843	763117	4
532010	176195	11
718257	857481	10
320718	158610	10
412111	418466	6
810817	509540	5
188985	367645	5
658884	390135	2
142899	329415	4
612799	537497	2
880833	537039	11
159428	300364	5
326959	154655	10
842590	716861	4
472054	129986	14
340066	152500	10
854374	550707	7
452398	378671	5
626843	367696	2
795200	786424	5
800816	176612	11
443618	157237	12
568570	579335	3
645464	660478	4
154167	353183	4
285152	520229	7
838821	563842	6
856437	532452	8
499637	194036	10
186536	330019	5
337910	562252	7
144570	573936	5
839757	190518	11
270201	236813	8
612936	398723	2
247855	794626	9
636871	929410	14
800772	325023	7
366934	581294	6
400598	790903	8
639431	588155	2
244966	841126	9
383992	398245	6
273165	852766	9
436648	859634	9
589658	640498	4
448651	847994	9
840357	169437	10
694897	834591	9
202053	322650	6
250003	859517	10
856991	546255	8
584077	398498	3
813868	188928	11
113068	317574	3
786635	269352	7
448336	789445	8
866044	584750	8
779936	774397	5
146924	565933	5
340032	561740	6
688098	908495	13
613536	395801	2
155508	372355	4
610722	418243	2
627206	402647	2
368363	409733	6
438437	730300	7
834996	728517	3
517750	199025	10
606300	566708	2
230149	886583	10
139460	557260	5
318215	180010	9
291782	159562	10
274495	182470	9
322841	169735	10
357466	354094	7
854342	541611	8
504373	165819	12
808489	317021	7
486997	164803	12
512241	169240	12
396540	815936	8
510496	174308	11
350283	559840	6
677459	896720	13
631446	561156	2
825414	734466	4
858278	544519	8
416855	794023	8
620939	385731	2
348263	386451	7
303269	531608	7
168149	345638	5
229131	842806	10
415534	110526	14
314791	163370	10
594084	629464	4
429515	393708	6
403365	215735	9
626586	415166	2
683580	872374	11
642881	403147	2
353951	133923	11
883375	158482	7
873984	580836	8
811748	766105	4
412851	774986	8
365147	790525	8
